-3493.000977	-1802.566162	9.655024	-1.022193	4998.619629	1542.392578	
-3544.442383	-2228.126221	9.787419	-0.660793	5076.315430	1823.233643	
-3562.168945	-2632.557373	9.899300	-0.317566	5131.288086	2095.895020	
-3551.270996	-3015.895508	9.994204	0.007980	5165.097656	2359.894287	
-3515.842773	-3378.460449	10.074984	0.316454	5179.099121	2614.825684	
-3459.219971	-3720.715820	10.143969	0.608508	5174.478516	2860.337891	
-3384.154541	-4043.189697	10.203084	0.884803	5152.279297	3096.115479	
-3292.943848	-4346.428223	10.253939	1.145980	5113.425293	3321.867676	
-3187.526855	-4630.969727	10.297894	1.392652	5058.738770	3537.316895	
-3069.557617	-4897.328613	10.336113	1.625401	4988.955078	3742.191406	
-2940.460938	-5145.988770	10.369597	1.844772	4904.735352	3936.218994	
-2801.475586	-5377.398438	10.399221	2.051277	4806.676270	4119.121094	
-2653.688477	-5591.969727	10.425753	2.245396	4695.319824	4290.607910	
-2498.061035	-5790.078125	10.449874	2.427577	4571.159180	4450.374023	
-2335.451172	-5972.064453	10.472195	2.598243	4434.647461	4598.093262	
-2166.630859	-6138.234375	10.493266	2.757794	4286.202148	4733.415527	
-1992.299927	-6288.861328	10.513590	2.906605	4126.210449	4855.961914	
-1813.098145	-6424.187500	10.533627	3.045038	3955.034668	4965.319336	
-1629.614868	-6544.425293	10.553801	3.173436	3773.016602	5061.035645	
-1442.397583	-6649.758301	10.574510	3.292135	3580.482666	5142.614258	
-1251.959106	-6740.342773	10.596124	3.401460	3377.748047	5209.506348	
-1058.783569	-6816.309082	10.618995	3.501734	3165.122314	5261.103516	
-863.331909	-6877.761719	10.643454	3.593277	2942.914795	5296.729492	
-666.046814	-6924.780762	10.669817	3.676417	2711.441650	5315.627930	
-467.357178	-6957.422363	10.698386	3.751488	2471.033203	5316.950195	
-267.682098	-6975.718750	10.729447	3.818841	2222.043945	5299.739746	
-67.434860	-6979.678223	10.763273	3.878847	1964.864746	5262.912109	
132.973343	-6969.285645	10.800117	3.931909	1699.938721	5205.232910	
333.129639	-6944.502441	10.840214	3.978470	1427.782715	5125.287109	
532.615784	-6905.265625	10.883769	4.019025	1149.015503	5021.442383	
731.004150	-6851.488281	10.930953	4.054141	864.398071	4891.802246	
927.853699	-6783.058105	10.981881	4.084470	574.889893	4734.145996	
1122.705322	-6699.836914	11.036593	4.110785	281.730438	4545.852539	
1315.077026	-6601.659668	11.095015	4.134007	-13.439972	4323.797852	
1504.458374	-6488.332520	11.156896	4.155257	-308.395935	4064.224121	
1690.303955	-6359.632812	11.221717	4.175907	-600.038574	3762.570557	
1872.026367	-6215.305664	11.288531	4.197664	-883.928589	3413.258057	
2048.987549	-6055.063477	11.355694	4.222649	-1153.503906	3009.439941	
2220.488037	-5878.583496	11.420391	4.253478	-1398.721680	2542.785645	
2385.755615	-5685.504883	11.477784	4.293228	-1603.623779	2003.557983	
2543.929688	-5475.428223	11.519452	4.344981	-1741.925415	1381.890137	
2694.043457	-5247.911133	11.530737	4.409873	-1769.510620	673.241333	
2835.000732	-5002.467773	11.487765	4.480593	-1616.018799	-103.408508	
2965.547852	-4738.566895	11.362882	4.526067	-1199.936523	-862.654785	
3084.237305	-4455.631348	11.159939	4.486316	-527.310608	-1438.243286	
3189.379883	-4153.040039	10.935657	4.327491	248.560791	-1737.211304	
3278.984619	-3830.131836	10.740203	4.067500	993.805420	-1811.654175	
3350.679199	-3486.217773	10.593407	3.734269	1660.906494	-1741.736206	
3401.603760	-3120.602295	10.500590	3.347247	2244.746582	-1583.751587	
3428.270020	-2732.622803	10.463422	2.918124	2752.770996	-1371.974731	
3426.371582	-2321.722168	10.483898	2.454027	3194.584717	-1127.284668	
3390.537109	-1887.587646	10.565755	1.959826	3578.876953	-863.193115	
3313.996094	-1430.446533	10.715171	1.439776	3911.943115	-588.489868	
3188.041504	-951.635986	10.941398	0.899047	4199.587891	-307.546753	
3001.284912	-454.458923	11.257394	0.345760	4447.173340	-23.752289	
2738.977051	54.257416	11.680120	-0.205738	4658.940430	260.241974	
2382.682617	561.102661	12.229105	-0.729427	4838.309082	542.441406	
1911.658936	1040.745361	12.919425	-1.180211	4988.099609	821.330811	
1309.836670	1448.596558	13.742786	-1.491512	5110.673828	1095.734863	
584.707947	1718.469971	14.642290	-1.598594	5208.031738	1364.720947	
-207.474121	1785.986450	15.523577	-1.489388	5281.883789	1627.530396	
-972.941406	1639.432129	16.314295	-1.214353	5333.705078	1883.530762	
-1639.922852	1329.553345	16.991533	-0.839566	5364.775879	2132.180664	
-2186.016113	922.613708	17.562637	-0.414559	5376.215820	2373.003906	
-2618.987549	468.292511	18.044289	0.030482	5369.007812	2605.570801	
-2955.873047	-3.089264	18.453136	0.478529	5344.019531	2829.482422	
-3213.629395	-474.375031	18.803160	0.920266	5302.020508	3044.359619	
-3406.503906	-936.119873	19.105469	1.350714	5243.695801	3249.833740	
-3545.848877	-1383.215088	19.368774	1.767322	5169.655762	3445.538086	
-3640.588623	-1812.982056	19.599915	2.168917	5080.448242	3631.101562	
-3697.755615	-2224.115967	19.804308	2.555113	4976.564941	3806.142578	
-3722.941406	-2616.093994	19.986294	2.925975	4858.448730	3970.262695	
-3720.642578	-2988.840332	20.149391	3.281829	4726.500000	4123.041504	
-3694.519287	-3342.530273	20.296486	3.623148	4581.082031	4264.030273	
-3647.587402	-3677.476562	20.429974	3.950485	4422.526367	4392.747070	
-3582.360107	-3994.060791	20.551865	4.264437	4251.136230	4508.668457	
-3500.955078	-4292.691895	20.663862	4.565619	4067.191895	4611.223633	
-3405.175049	-4573.781738	20.767422	4.854657	3870.955078	4699.785156	
-3296.569580	-4837.730957	20.863800	5.132178	3662.673828	4773.659668	
-3176.482666	-5084.919434	20.954088	5.398812	3442.587158	4832.076660	
-3046.090820	-5315.702637	21.039240	5.655194	3210.931641	4874.174316	
-2906.431885	-5530.407715	21.120092	5.901971	2967.948486	4898.983398	
-2758.428955	-5729.333984	21.197382	6.139803	2713.893066	4905.407227	
-2602.910156	-5912.751465	21.271755	6.369380	2449.046387	4892.196777	
